id,predicted
0,30
1,12
2,39
3,23
4,15
5,7
6,70
7,16
8,6
9,2
10,32
11,14
12,24
13,11
14,22
15,29
16,19
17,18
18,14
19,44
20,8
21,48
22,21
23,22
24,8
25,26
26,27
27,17
28,5
29,28
30,26
31,6
32,20
33,5
34,18
35,21
36,24
37,12
38,38
39,23
40,11
41,20
42,11
43,3
44,26
45,5
46,28
47,5
48,8
49,33
50,37
51,41
52,3
53,38
54,4
55,11
56,25
57,60
58,39
59,5
60,4
61,12
62,24
63,28
64,209
65,53
66,32
67,41
68,27
69,59
70,33
71,5
72,21
73,14
74,9
75,13
76,23
77,27
78,4
79,14
80,13
81,9
82,25
83,29
84,26
85,35
86,38
87,6
88,16
89,19
90,23
91,10
92,24
93,4
94,36
95,13
96,8
97,29
98,18
99,30
100,54
101,70
102,12
103,21
104,16
105,33
106,3
107,24
108,49
109,29
110,54
111,33
112,45
113,5
114,12
115,10
116,31
117,27
118,23
119,25
120,43
121,51
122,25
123,8
124,27
125,26
126,25
127,3
128,32
129,3
130,25
131,15
132,55
133,10
134,15
135,8
136,8
137,29
138,20
139,21
140,6
141,5
142,24
143,20
144,27
145,34
146,45
147,29
148,16
149,11
150,7
151,16
152,36
153,8
154,21
155,20
156,4
157,22
158,18
159,19
160,29
161,8
162,26
163,15
164,52
165,7
166,18
167,25
168,32
169,21
170,102
171,15
172,28
173,5
174,17
175,29
176,36
177,12
178,33
179,9
180,10
181,44
182,69
183,38
184,15
185,32
186,28
187,29
188,13
189,4
190,32
191,14
192,7
193,21
194,20
195,35
196,90
197,29
198,6
199,30
200,7
201,7
202,45
203,60
204,70
205,20
206,29
207,7
208,16
209,20
210,12
211,5
212,24
213,13
214,5
215,20
216,7
217,12
218,19
219,141
220,23
221,28
222,30
223,38
224,9
225,49
226,44
227,33
228,21
229,13
230,10
231,22
232,28
233,93
234,30
235,26
236,65
237,30
238,42
239,43
240,25
241,154
242,18
243,34
244,7
245,7
246,5
247,3
248,5
249,143
250,26
251,20
252,29
253,7
254,70
255,22
256,40
257,3
258,24
259,8
260,16
261,31
262,26
263,21
264,24
265,7
266,121
267,27
268,27
269,5
270,75
271,15
272,39
273,4
274,18
275,13
276,25
277,15
278,38
279,60
280,23
281,31
282,10
283,4
284,13
285,12
286,12
287,20
288,21
289,17
290,4
291,36
292,10
293,30
294,32
295,15
296,56
297,73
298,5
299,22
300,5
301,13
302,16
303,3
304,20
305,24
306,19
307,55
308,48
309,7
310,24
311,41
312,16
313,37
314,11
315,5
316,21
317,4
318,9
319,23
320,9
321,27
322,75
323,26
324,21
325,28
326,19
327,5
328,24
329,10
330,30
331,48
332,38
333,19
334,6
335,23
336,30
337,18
338,27
339,3
340,15
341,8
342,51
343,35
344,42
345,22
346,34
347,57
348,31
349,10
350,6
351,14
352,3
353,8
354,19
355,14
356,16
357,19
358,45
359,53
360,4
361,6
362,12
363,37
364,34
365,17
366,32
367,18
368,21
369,11
370,5
371,119
372,10
373,16
374,7
375,37
376,26
377,31
378,7
379,21
380,41
381,31
382,20
383,21
384,34
385,10
386,6
387,25
388,29
389,21
390,68
391,35
392,10
393,30
394,61
395,12
396,30
397,99
398,2
399,6
400,14
401,4
402,3
403,25
404,33
405,8
406,54
407,30
408,8
409,39
410,15
411,17
412,12
413,23
414,22
415,12
416,5
417,46
418,11
419,24
420,6
421,4
422,19
423,59
424,23
425,16
426,16
427,28
428,15
429,24
430,3
431,19
432,17
433,31
434,6
