id,predicted
0,27
1,3
2,25
3,10
4,30
5,8
6,33
7,9
8,23
9,55
10,17
11,3
12,34
13,19
14,11
15,4
16,19
17,44
18,3
19,11
20,25
21,24
22,12
23,24
24,85
25,36
26,32
27,11
28,26
29,18
30,12
31,9
32,52
33,4
34,52
35,28
36,28
37,9
38,12
39,10
40,5
41,30
42,95
43,9
44,10
45,23
46,13
47,10
48,23
49,18
50,15
51,48
52,34
53,72
54,15
55,133
56,23
57,3
58,25
59,13
60,29
61,12
62,11
63,46
64,19
65,26
66,117
67,14
68,7
69,36
70,19
71,79
72,259
73,13
74,30
75,33
76,3
77,3
78,28
79,28
80,18
81,20
82,8
83,3
84,4
85,21
86,64
87,21
88,59
89,34
90,33
91,215
92,12
93,37
94,14
95,21
96,10
97,7
98,13
99,4
100,3
101,34
102,20
103,3
104,80
105,29
106,26
107,3
108,19
109,25
110,51
111,3
112,24
113,21
114,28
115,4
116,10
117,8
118,22
119,7
120,8
121,30
122,25
123,55
124,4
125,3
126,10
127,9
128,29
129,31
130,19
131,15
132,25
133,24
134,28
135,7
136,21
137,27
138,19
139,20
140,11
141,22
142,19
143,3
144,12
145,36
146,33
147,7
148,3
149,13
150,2
151,90
152,9
153,26
154,39
155,16
156,4
157,47
158,15
159,29
160,13
161,20
162,11
163,20
164,18
165,12
166,26
167,23
168,31
169,3
170,25
171,146
172,19
173,74
174,5
175,6
176,3
177,6
178,32
179,2
180,11
181,64
182,177
183,10
184,14
185,26
186,16
187,11
188,50
189,24
190,15
191,10
192,12
193,3
194,29
195,22
196,19
197,24
198,15
199,10
200,28
201,24
202,3
203,46
204,3
205,34
206,8
207,54
208,157
209,12
210,11
211,17
212,52
213,31
214,29
215,13
216,161
217,50
218,3
219,12
220,28
221,25
222,8
223,2
224,32
225,21
226,30
227,10
228,3
229,4
230,3
231,17
232,28
233,29
234,11
235,9
236,6
237,24
238,58
239,8
240,9
241,23
242,2
243,5
244,21
245,26
246,7
247,21
248,6
249,56
250,3
251,6
252,55
253,60
254,47
255,14
256,25
257,60
258,13
259,20
260,16
261,26
262,95
263,25
264,3
265,15
266,55
267,36
268,10
269,19
270,57
271,2
272,77
273,29
274,28
275,43
276,10
277,6
278,13
279,35
280,31
281,35
282,32
283,78
284,28
285,6
286,7
287,5
288,40
289,16
290,28
291,153
292,22
293,5
294,17
295,14
296,31
297,8
298,3
299,14
300,123
301,26
302,21
303,2
304,30
305,23
306,13
307,20
308,18
309,12
310,19
311,27
312,17
313,3
314,11
315,28
316,3
317,14
318,2
319,20
320,4
321,3
322,3
323,9
324,46
325,8
326,14
327,28
328,23
329,53
330,29
331,17
332,31
333,4
334,10
335,25
336,12
337,35
338,3
339,14
340,103
341,13
342,30
343,31
344,3
345,6
346,18
347,15
348,5
349,15
350,19
351,6
352,43
353,36
354,32
355,3
356,11
357,3
358,16
359,3
360,14
361,206
362,10
363,15
364,8
365,15
366,30
367,10
368,57
369,101
370,3
371,40
372,24
373,91
374,19
375,12
376,11
377,13
378,12
379,17
380,128
381,17
382,22
383,16
384,28
385,17
386,135
387,49
388,14
389,3
390,3
391,14
392,21
393,15
394,4
395,41
396,109
397,13
398,56
399,42
400,27
401,4
402,31
403,22
404,13
405,14
406,11
407,30
408,3
409,35
410,10
411,10
412,11
413,15
414,55
415,11
416,3
417,5
418,12
419,26
420,67
421,17
422,45
423,9
424,47
425,46
426,16
427,31
428,9
429,6
430,50
431,3
432,25
433,11
434,161
435,12
436,21
437,70
438,12
439,6
440,10
441,18
442,90
443,38
444,24
445,57
446,46
447,3
448,9
449,2
450,4
451,14
452,15
453,29
454,112
455,16
456,4
457,11
458,9
459,15
460,11
461,15
462,56
463,15
464,32
465,17
466,23
467,14
468,3
469,32
470,20
471,20
472,12
473,10
474,3
475,14
476,3
477,31
478,63
479,20
480,8
481,13
482,3
483,33
484,23
485,38
486,14
487,13
488,13
489,19
490,17
491,3
492,3
493,8
494,10
495,33
496,34
497,37
498,36
499,57
500,3
501,4
502,3
503,3
504,30
505,10
506,20
507,10
508,18
509,10
510,11
511,240
512,5
513,3
514,3
515,3
516,3
517,38
518,2
519,41
520,92
521,12
522,17
523,4
524,30
525,83
526,5
527,8
528,22
529,5
530,19
531,24
532,33
533,15
534,4
535,17
536,28
537,20
538,59
539,14
540,28
541,40
542,121
543,23
544,4
545,60
546,55
547,23
548,7
549,15
550,25
551,3
