id,predicted
0,28
1,6
2,25
3,8
4,30
5,22
6,39
7,13
8,21
9,57
10,17
11,3
12,37
13,18
14,12
15,8
16,19
17,43
18,5
19,13
20,27
21,24
22,11
23,21
24,160
25,40
26,35
27,8
28,22
29,15
30,11
31,7
32,52
33,2
34,48
35,28
36,36
37,7
38,11
39,23
40,5
41,31
42,145
43,11
44,10
45,21
46,30
47,11
48,27
49,18
50,39
51,44
52,31
53,254
54,14
55,174
56,26
57,6
58,23
59,11
60,28
61,14
62,25
63,82
64,16
65,224
66,176
67,12
68,15
69,68
70,21
71,167
72,392
73,11
74,29
75,33
76,6
77,9
78,25
79,24
80,16
81,18
82,13
83,5
84,3
85,21
86,64
87,41
88,93
89,31
90,33
91,308
92,10
93,36
94,31
95,27
96,10
97,8
98,11
99,3
100,3
101,31
102,21
103,7
104,138
105,35
106,24
107,7
108,20
109,23
110,46
111,2
112,28
113,18
114,39
115,10
116,10
117,6
118,20
119,9
120,22
121,30
122,23
123,58
124,3
125,3
126,33
127,13
128,26
129,39
130,19
131,15
132,21
133,36
134,28
135,6
136,19
137,23
138,19
139,20
140,10
141,24
142,20
143,6
144,11
145,32
146,30
147,6
148,3
149,33
150,4
151,272
152,13
153,23
154,131
155,12
156,6
157,48
158,17
159,27
160,28
161,20
162,12
163,39
164,17
165,22
166,29
167,23
168,38
169,6
170,93
171,186
172,25
173,119
174,3
175,19
176,3
177,9
178,40
179,5
180,11
181,63
182,473
183,9
184,14
185,33
186,16
187,12
188,55
189,24
190,22
191,24
192,10
193,4
194,31
195,25
196,17
197,27
198,13
199,8
200,25
201,26
202,7
203,73
204,6
205,37
206,10
207,50
208,454
209,29
210,13
211,18
212,53
213,34
214,26
215,12
216,222
217,66
218,6
219,13
220,33
221,23
222,24
223,1
224,28
225,23
226,29
227,12
228,5
229,10
230,7
231,17
232,27
233,26
234,11
235,7
236,9
237,24
238,51
239,22
240,10
241,22
242,1
243,6
244,24
245,25
246,25
247,19
248,4
249,154
250,2
251,9
252,55
253,91
254,51
255,39
256,42
257,70
258,13
259,21
260,14
261,23
262,122
263,26
264,7
265,30
266,49
267,34
268,7
269,15
270,60
271,5
272,128
273,33
274,27
275,54
276,23
277,24
278,12
279,35
280,31
281,34
282,35
283,87
284,26
285,5
286,22
287,6
288,41
289,38
290,28
291,344
292,21
293,8
294,25
295,29
296,28
297,25
298,5
299,17
300,169
301,24
302,27
303,5
304,30
305,20
306,28
307,19
308,18
309,21
310,38
311,27
312,21
313,7
314,31
315,27
316,3
317,23
318,5
319,17
320,9
321,2
322,7
323,26
324,42
325,5
326,29
327,26
328,32
329,53
330,27
331,16
332,35
333,4
334,17
335,22
336,17
337,32
338,2
339,11
340,180
341,12
342,31
343,32
344,6
345,4
346,16
347,15
348,16
349,15
350,17
351,22
352,140
353,44
354,38
355,8
356,8
357,2
358,14
359,3
360,19
361,445
362,12
363,14
364,7
365,15
366,26
367,29
368,64
369,230
370,7
371,40
372,22
373,238
374,21
375,24
376,11
377,12
378,13
379,16
380,223
381,17
382,20
383,16
384,28
385,15
386,248
387,48
388,35
389,6
390,8
391,26
392,20
393,14
394,4
395,100
396,148
397,13
398,67
399,51
400,25
401,8
402,34
403,23
404,12
405,14
406,14
407,41
408,7
409,35
410,18
411,9
412,32
413,14
414,53
415,16
416,7
417,7
418,31
419,27
420,60
421,14
422,59
423,25
424,65
425,92
426,30
427,32
428,8
429,18
430,52
431,3
432,57
433,25
434,194
435,10
436,22
437,113
438,22
439,5
440,10
441,17
442,225
443,45
444,26
445,58
446,103
447,2
448,23
449,2
450,5
451,13
452,14
453,29
454,371
455,16
456,4
457,14
458,21
459,20
460,9
461,13
462,86
463,16
464,29
465,37
466,29
467,17
468,7
469,33
470,18
471,18
472,30
473,14
474,7
475,12
476,7
477,31
478,132
479,20
480,5
481,12
482,7
483,29
484,21
485,58
486,11
487,12
488,10
489,15
490,18
491,8
492,3
493,14
494,12
495,44
496,30
497,43
498,136
499,66
500,7
501,3
502,6
503,2
504,45
505,29
506,29
507,10
508,18
509,10
510,14
511,352
512,7
513,6
514,2
515,5
516,7
517,39
518,5
519,39
520,167
521,11
522,18
523,8
524,29
525,124
526,6
527,12
528,20
529,4
530,18
531,33
532,30
533,33
534,4
535,17
536,24
537,22
538,61
539,13
540,28
541,37
542,233
543,22
544,10
545,87
546,57
547,23
548,13
549,14
550,24
551,7
552,18
553,10
554,18
555,19
556,109
557,27
558,18
559,7
560,28
561,32
562,21
563,33
564,102
565,24
566,25
567,2
568,15
569,44
570,7
571,15
572,12
573,14
574,22
575,21
576,34
577,647
578,508
579,34
580,22
