id,predicted
0,25
1,5
2,18
3,7
4,25
5,19
6,29
7,11
8,29
9,41
10,16
11,5
12,26
13,12
14,8
15,4
16,21
17,44
18,4
19,10
20,18
21,16
22,14
23,19
24,177
25,23
26,26
27,8
28,21
29,15
30,17
31,6
32,45
33,4
34,47
35,22
36,27
37,7
38,9
39,24
40,3
41,35
42,64
43,12
44,12
45,24
46,22
47,8
48,30
49,15
50,23
51,39
52,25
53,42
54,11
55,139
56,16
57,4
58,20
59,11
60,22
61,12
62,22
63,17
64,18
65,248
66,91
67,14
68,20
69,21
70,13
71,23
72,343
73,12
74,18
75,33
76,3
77,4
78,25
79,22
80,11
81,13
82,16
83,5
84,5
85,14
86,68
87,93
88,58
89,23
90,23
91,124
92,10
93,32
94,23
95,57
96,12
97,9
98,9
99,4
100,6
101,25
102,22
103,4
104,76
105,25
106,29
107,5
108,14
109,19
110,33
111,7
112,27
113,16
114,23
115,5
116,11
117,9
118,18
119,9
120,21
121,21
122,33
123,55
124,5
125,5
126,20
127,12
128,26
129,24
130,10
131,10
132,22
133,28
134,21
135,6
136,17
137,16
138,14
139,16
140,41
141,19
142,24
143,4
144,9
145,27
146,19
147,5
148,5
149,20
150,2
151,62
152,12
153,14
154,292
155,12
156,2
157,46
158,6
159,25
160,20
161,21
162,18
163,58
164,19
165,27
166,17
167,29
168,18
169,5
170,25
171,98
172,38
173,49
174,5
175,23
176,7
177,9
178,49
179,3
180,14
181,63
182,60
183,12
184,12
185,66
186,12
187,11
188,41
189,22
190,28
191,14
192,7
193,5
194,14
195,34
196,13
197,24
198,13
199,6
200,21
201,25
202,4
203,32
204,4
205,22
206,14
207,69
208,292
209,23
210,10
211,22
212,47
213,27
214,16
215,8
216,156
217,55
218,3
219,8
220,22
221,18
222,17
223,4
224,18
225,21
226,25
227,11
228,3
229,6
230,4
231,8
232,18
233,27
234,10
235,7
236,11
237,19
238,37
239,16
240,13
241,17
242,3
243,8
244,21
245,19
246,14
247,13
248,7
249,88
250,2
251,12
252,58
253,38
254,24
255,18
256,41
257,55
258,16
259,19
260,13
261,25
262,52
263,16
264,4
265,20
266,61
267,27
268,9
269,14
270,59
271,2
272,97
273,64
274,20
275,38
276,18
277,15
278,9
279,33
280,30
281,26
282,29
283,36
284,26
285,5
286,17
287,3
288,27
289,14
290,20
291,124
292,19
293,10
294,9
295,23
296,35
297,21
298,3
299,10
300,75
301,23
302,26
303,3
304,39
305,23
306,22
307,22
308,10
309,19
310,42
311,22
312,8
313,3
314,22
315,19
316,4
317,22
318,3
319,22
320,4
321,5
322,4
323,22
324,55
325,6
326,29
327,19
328,27
329,43
330,22
331,19
332,38
333,5
334,14
335,24
336,18
337,23
338,5
339,19
340,240
341,9
342,23
343,23
344,3
345,3
346,12
347,10
348,17
349,15
350,12
351,14
352,62
353,30
354,18
355,4
356,10
357,4
358,17
359,6
360,19
361,30
362,17
363,15
364,9
365,18
366,27
367,20
368,62
369,116
370,3
371,36
372,14
373,70
374,27
375,23
376,10
377,11
378,12
379,14
380,291
381,19
382,24
383,11
384,30
385,13
386,202
387,44
388,27
389,3
390,5
391,26
392,16
393,14
394,4
395,107
396,78
397,17
398,58
399,31
400,27
401,5
402,28
403,23
404,11
405,16
406,12
407,23
408,3
409,23
410,19
411,10
412,19
413,11
414,37
415,16
416,5
417,6
418,23
419,25
420,26
421,18
422,27
423,22
424,32
425,74
426,31
427,21
428,5
429,25
430,45
431,5
432,73
433,18
434,82
435,12
436,18
437,247
438,11
439,6
440,12
441,13
442,67
443,40
444,20
445,49
446,56
447,3
448,19
449,4
450,3
451,20
452,18
453,31
454,259
455,17
456,5
457,24
458,19
459,7
460,10
461,18
462,34
463,101
464,21
465,28
466,46
467,17
468,5
469,28
470,18
471,17
472,21
473,17
474,5
475,16
476,6
477,28
478,88
479,19
480,4
481,7
482,3
483,29
484,21
485,23
486,16
487,14
488,11
489,17
490,12
491,4
492,5
493,13
494,19
495,42
496,20
497,42
498,34
499,58
500,4
501,2
502,3
503,4
504,39
505,23
506,12
507,13
508,10
509,8
510,10
511,121
512,7
513,3
514,4
515,4
516,5
517,42
518,4
519,34
520,84
521,15
522,11
523,5
524,22
525,37
526,3
527,14
528,21
529,7
530,19
531,42
532,26
533,24
534,5
535,12
536,21
537,19
538,48
539,12
540,22
541,26
542,146
543,15
544,6
545,44
