id,predicted
0,30
1,9
2,37
3,22
4,14
5,4
6,73
7,14
8,4
9,0
10,29
11,12
12,24
13,9
14,21
15,29
16,17
17,16
18,14
19,45
20,5
21,47
22,20
23,20
24,4
25,25
26,27
27,16
28,3
29,28
30,25
31,4
32,17
33,3
34,15
35,19
36,23
37,10
38,40
39,21
40,9
41,17
42,9
43,1
44,24
45,2
46,27
47,3
48,5
49,33
50,37
51,39
52,1
53,37
54,2
55,8
56,23
57,58
58,42
59,2
60,1
61,11
62,22
63,27
64,224
65,52
66,31
67,41
68,27
69,60
70,30
71,2
72,20
73,11
74,5
75,11
76,22
77,29
78,2
79,11
80,11
81,7
82,25
83,30
84,24
85,32
86,37
87,3
88,15
89,18
90,22
91,7
92,21
93,3
94,35
95,11
96,4
97,30
98,16
99,31
100,55
101,75
102,11
103,18
104,15
105,30
106,1
107,22
108,47
109,27
110,53
111,32
112,43
113,2
114,10
115,8
116,31
117,25
118,21
119,23
120,43
121,51
122,24
123,6
124,26
125,27
126,24
127,1
128,31
129,1
130,23
131,12
132,55
133,10
134,14
135,5
136,5
137,29
138,19
139,20
140,4
141,2
142,23
143,19
144,25
145,32
146,42
147,27
148,16
149,9
150,5
151,15
152,35
153,6
154,22
155,18
156,2
157,20
158,16
159,17
160,29
161,5
162,24
163,12
164,51
165,5
166,16
167,24
168,31
169,19
170,109
171,15
172,28
173,3
174,14
175,29
176,35
177,8
178,33
179,8
180,5
181,47
182,77
183,36
184,14
185,31
186,25
187,30
188,11
189,2
190,33
191,13
192,3
193,20
194,18
195,39
196,98
197,29
198,3
199,28
200,5
201,3
202,49
203,60
204,73
205,18
206,29
207,4
208,15
209,18
210,11
211,3
212,25
213,11
214,4
215,19
216,5
217,9
218,18
219,152
220,22
221,26
222,30
223,39
224,8
225,50
226,44
227,32
228,20
229,12
230,7
231,22
232,27
233,104
234,31
235,27
236,72
237,29
238,39
239,41
240,24
241,165
242,16
243,32
244,5
245,5
246,3
247,1
248,3
249,146
250,26
251,18
252,30
253,4
254,73
255,21
256,40
257,2
258,22
259,6
260,14
261,30
262,27
263,20
264,23
265,4
266,122
267,26
268,26
269,3
270,78
271,14
272,36
273,2
274,16
275,10
276,24
277,13
278,35
279,58
280,19
281,30
282,7
283,2
284,10
285,9
286,11
287,17
288,21
289,14
290,3
291,36
292,9
293,29
294,32
295,12
296,61
297,75
298,2
299,21
300,3
301,12
302,14
303,2
304,19
305,23
306,18
307,55
308,48
309,5
310,22
311,38
312,15
313,33
314,8
315,3
316,19
317,2
318,7
319,22
320,5
321,26
322,72
323,26
324,20
325,28
326,18
327,3
328,23
329,8
330,30
331,47
332,37
333,18
334,4
335,21
336,29
337,17
338,28
339,1
340,15
341,6
342,50
343,33
344,48
345,21
346,34
347,62
348,28
349,8
350,3
351,12
352,2
353,5
354,17
355,12
356,14
357,15
358,43
359,54
360,2
361,4
362,10
363,36
364,34
365,15
366,32
367,15
368,19
369,9
370,3
371,101
372,7
373,14
374,4
375,34
376,27
377,30
378,4
379,20
380,43
381,31
382,18
383,19
384,34
385,8
386,3
387,26
388,28
389,20
390,67
391,34
392,8
393,29
394,62
395,10
396,30
397,97
398,0
399,4
400,13
401,2
402,1
403,25
404,33
405,4
406,54
407,31
408,5
409,40
410,15
411,16
412,10
413,22
414,21
415,11
416,3
417,47
418,10
419,22
420,3
421,1
422,17
423,60
424,23
425,12
426,14
427,29
428,14
429,23
430,1
431,17
432,16
433,33
434,3
435,51
436,12
437,34
438,20
439,17
440,11
441,35
442,8
443,74
444,13
445,28
446,24
447,2
448,15
449,33
450,1
451,58
452,2
453,3
454,20
455,24
456,2
457,12
458,7
459,18
460,25
461,5
462,3
463,26
464,16
465,55
466,41
467,28
468,14
469,1
470,12
471,12
472,23
473,8
474,29
475,34
476,10
477,7
478,31
479,17
480,26
481,24
482,68
483,2
484,20
485,5
486,30
487,18
488,16
489,47
490,21
491,8
492,32
493,11
494,12
495,1
496,11
497,12
498,42
499,21
500,45
501,28
502,14
503,4
504,1
505,25
506,27
507,5
508,4
509,49
510,36
511,12
512,51
513,7
514,16
515,12
516,53
517,4
518,15
519,37
520,87
521,40
522,36
523,20
524,23
525,1
526,5
527,9
528,17
529,27
530,15
531,32
532,64
533,33
534,70
535,6
536,21
537,54
538,24
539,29
540,92
541,2
542,9
543,19
544,2
545,49
546,21
547,37
548,9
549,34
550,22
551,54
552,29
553,11
554,25
555,26
556,22
557,30
558,9
559,10
560,8
561,28
562,14
563,69
564,22
565,36
566,3
567,71
568,11
569,15
570,30
571,14
572,8
573,3
574,212
575,46
576,36
577,2
578,18
579,30
580,6
581,9
582,3
583,10
584,12
585,12
586,33
587,8
588,29
589,1
590,17
591,30
592,37
593,32
594,15
595,21
596,7
597,55
598,22
599,19
600,26
601,22
602,59
603,4
604,15
605,1
606,11
607,14
608,9
609,29
610,20
611,32
612,3
613,21
614,3
615,27
616,17
617,10
618,27
619,36
620,39
621,4
622,12
623,6
624,27
625,21
626,17
627,14
628,2
629,12
630,19
631,7
632,4
633,39
634,23
635,11
636,1
637,9
638,26
639,17
640,7
641,20
642,12
643,29
644,3
645,23
646,21
647,55
648,35
649,17
650,21
651,55
652,2
653,14
654,30
655,32
656,24
657,13
658,23
659,25
660,11
661,27
662,10
663,12
664,7
665,62
666,18
667,18
668,27
669,51
670,4
671,11
672,33
673,15
674,201
675,11
676,11
677,3
678,1
679,3
680,25
681,14
682,13
683,52
684,6
685,2
686,28
687,5
688,4
689,87
690,15
691,27
692,24
693,4
694,11
695,19
696,4
697,14
698,13
699,13
700,17
701,5
702,41
703,28
704,16
705,5
706,11
707,18
708,12
709,10
710,15
711,19
712,26
713,23
714,3
715,28
716,2
717,2
718,79
719,28
720,8
721,28
722,8
723,77
724,28
725,30
726,2
727,24
728,2
729,20
730,11
731,61
732,21
733,8
734,9
735,23
736,22
737,10
738,36
739,22
740,5
741,17
742,2
743,49
744,30
745,11
746,32
747,2
748,35
749,22
750,25
751,6
752,16
753,15
754,12
755,22
756,11
757,29
758,29
759,13
760,55
761,14
762,9
763,37
764,22
765,29
766,41
767,10
768,18
769,6
770,6
771,5
772,3
773,59
774,4
775,6
776,9
777,3
778,30
779,28
780,13
781,25
782,7
783,42
784,51
785,11
786,23
787,21
788,11
789,5
790,127
791,44
792,7
793,24
794,13
795,96
796,10
797,26
798,9
799,27
800,13
801,25
802,3
803,9
804,22
805,48
806,27
807,11
808,9
809,2
810,40
811,49
812,4
813,32
814,4
815,2
816,3
817,5
818,31
819,8
820,29
821,13
822,1
823,74
824,21
825,26
826,12
827,19
828,3
829,5
830,38
831,21
832,19
833,23
834,28
835,7
836,10
837,25
838,26
839,35
840,17
841,28
842,9
843,10
844,26
845,29
846,30
847,4
848,14
849,10
850,8
851,36
852,20
853,41
854,5
855,24
856,27
857,23
858,24
859,22
860,15
861,20
862,16
863,57
864,32
865,1
866,2
867,1
868,11
869,0
870,8
871,4
872,29
873,22
874,17
875,27
876,28
877,12
878,59
879,2
880,48
881,13
882,4
883,23
884,2
885,66
886,2
887,24
888,12
889,42
890,37
891,22
892,27
893,3
894,38
895,37
896,30
897,12
898,14
899,15
900,21
901,15
902,26
903,30
904,1
905,11
906,31
907,12
908,68
909,62
910,12
911,31
912,2
913,0
914,8
915,62
916,10
917,17
918,31
919,27
920,30
921,4
922,25
923,11
924,1
925,41
926,16
927,2
928,40
929,4
930,4
931,15
932,5
933,32
934,26
935,8
936,6
937,9
938,31
939,22
940,17
941,18
942,11
943,3
944,4
945,20
946,29
947,16
948,18
949,17
950,4
951,68
952,22
953,12
954,260
955,7
956,15
957,3
958,2
959,59
960,32
961,64
962,12
963,16
964,30
965,19
966,3
967,44
968,27
969,3
970,24
971,58
972,16
973,21
974,27
975,21
976,53
977,28
978,27
979,58
980,7
981,14
982,8
